2D FM Ising; L=128; T=0.80; s_hi=1.00; s_Hi=0.89; MC steps= 1.00e+04; repeat=500; Final_E=-32175.20; Final_M=42;
mc_step,mag,energy,domain_len
0,0.00000000,-1.96840091,256.00000000
1,-0.00007007,-1.96394589,381.18000000
2,-0.00005518,-1.96279081,437.20000000
3,0.00001025,-1.96266103,466.08800000
4,0.00004224,-1.96278206,486.25600000
5,0.00007251,-1.96311194,499.63600000
6,0.00011157,-1.96351156,508.94400000
7,-0.00002954,-1.96376871,517.41200000
8,-0.00011304,-1.96406553,524.31200000
9,-0.00017236,-1.96428040,531.90400000
10,-0.00018774,-1.96447041,537.28400000
11,-0.00017505,-1.96472265,540.50000000
12,-0.00015112,-1.96486370,545.78400000
13,-0.00011353,-1.96507427,550.59200000
14,0.00001807,-1.96528188,553.59600000
15,-0.00005054,-1.96535121,557.92400000
16,-0.00012817,-1.96558428,559.46400000
17,-0.00000610,-1.96579350,561.75600000
18,0.00001978,-1.96584850,566.61600000
19,-0.00013794,-1.96587368,570.02400000
20,0.00004272,-1.96606833,572.12000000
21,-0.00008008,-1.96617696,574.25200000
22,-0.00013379,-1.96634948,576.01200000
23,-0.00021680,-1.96661717,575.64000000
24,-0.00023999,-1.96670957,578.26400000
25,-0.00031250,-1.96678125,580.91600000
26,-0.00034961,-1.96673757,584.74400000
27,-0.00028760,-1.96697322,584.74800000
28,-0.00038330,-1.96695504,588.09600000
29,-0.00036426,-1.96705846,589.72400000
30,-0.00030078,-1.96717584,590.34800000
31,-0.00033130,-1.96715059,593.73200000
32,-0.00040308,-1.96728437,593.71600000
33,-0.00044971,-1.96743861,594.40400000
34,-0.00034106,-1.96745974,597.70000000
35,-0.00047021,-1.96746596,599.90800000
36,-0.00041235,-1.96748312,601.98800000
37,-0.00043481,-1.96754816,603.28400000
38,-0.00044946,-1.96742280,607.64000000
39,-0.00049536,-1.96743185,609.26800000
40,-0.00061816,-1.96749302,609.95200000
41,-0.00059546,-1.96769253,610.76000000
42,-0.00053735,-1.96782335,611.76800000
43,-0.00053271,-1.96789309,611.73200000
44,-0.00056494,-1.96793287,613.48800000
45,-0.00057910,-1.96798157,613.81600000
46,-0.00060181,-1.96800929,615.39200000
47,-0.00059814,-1.96812282,616.76400000
48,-0.00055469,-1.96804606,619.74400000
49,-0.00044897,-1.96817666,619.44000000
50,-0.00051245,-1.96820238,621.70800000
51,-0.00062427,-1.96823107,623.40800000
52,-0.00065063,-1.96832330,624.25200000
53,-0.00063672,-1.96848953,622.79200000
54,-0.00064624,-1.96848169,625.09600000
55,-0.00064648,-1.96849058,625.64000000
56,-0.00063843,-1.96865567,626.13600000
57,-0.00059790,-1.96863455,628.36400000
58,-0.00057031,-1.96856412,631.40000000
59,-0.00065332,-1.96864463,631.87200000
60,-0.00057544,-1.96866094,632.78800000
61,-0.00058911,-1.96868550,633.86400000
62,-0.00058569,-1.96878618,634.46000000
63,-0.00059058,-1.96870542,638.23600000
64,-0.00056860,-1.96862282,639.59600000
65,-0.00053467,-1.96878814,638.24800000
66,-0.00060522,-1.96877635,640.60000000
67,-0.00061646,-1.96881095,640.27200000
68,-0.00063013,-1.96891410,641.10400000
69,-0.00060425,-1.96893373,642.41200000
70,-0.00065894,-1.96891951,642.68800000
71,-0.00057251,-1.96897613,642.44400000
72,-0.00059473,-1.96897769,643.86800000
73,-0.00059570,-1.96916058,642.34400000
74,-0.00051514,-1.96915455,644.14800000
75,-0.00038281,-1.96909688,645.87200000
76,-0.00037720,-1.96925701,646.42400000
77,-0.00027808,-1.96927471,647.02400000
78,-0.00036865,-1.96919601,649.57200000
79,-0.00042261,-1.96924752,650.14400000
80,-0.00041162,-1.96942836,648.38400000
81,-0.00024951,-1.96930104,650.74800000
82,-0.00032666,-1.96935763,651.54400000
83,-0.00026416,-1.96952318,650.55200000
84,-0.00023535,-1.96932663,653.88800000
85,-0.00017651,-1.96953756,652.45200000
86,-0.00019385,-1.96954293,653.83600000
87,-0.00009204,-1.96955413,654.62000000
