2D FM Ising; L=64; T=0.30; s_hi=1.00; s_Hi=0.55; MC steps= 1.00e+05; repeat=1000; Final_E=-7958.89; Final_M=186;
mc_step,mag,energy,domain_len
0,0.00000000,-1.93673824,128.00000000
1,0.00001172,-1.93814518,138.76200000
2,-0.00008008,-1.93972966,142.92000000
3,-0.00017432,-1.94105890,144.98200000
4,-0.00015820,-1.94210116,146.21400000
5,-0.00014941,-1.94295959,147.19200000
6,-0.00016748,-1.94365526,147.96600000
7,-0.00011572,-1.94423223,148.55600000
8,-0.00011914,-1.94471487,149.05600000
9,-0.00010889,-1.94515912,149.53600000
10,-0.00010938,-1.94550862,150.12400000
11,-0.00013086,-1.94584947,150.35800000
12,-0.00011035,-1.94614854,150.89400000
13,-0.00006982,-1.94642434,151.17800000
14,-0.00006396,-1.94666781,151.45800000
15,-0.00007178,-1.94686284,151.72000000
16,-0.00006445,-1.94704765,152.07000000
17,-0.00010791,-1.94723574,152.42800000
18,-0.00012109,-1.94744459,152.48600000
19,-0.00012891,-1.94762106,152.80800000
20,-0.00006836,-1.94777489,152.86200000
21,-0.00003076,-1.94792316,153.08800000
22,-0.00010059,-1.94808465,153.28400000
23,-0.00008594,-1.94822249,153.56400000
24,-0.00010303,-1.94831886,153.87200000
25,-0.00008643,-1.94846390,154.01000000
26,-0.00007666,-1.94858708,154.10000000
27,-0.00009326,-1.94868285,154.33600000
28,-0.00007666,-1.94880326,154.45200000
29,-0.00005469,-1.94891190,154.63000000
30,-0.00007275,-1.94902692,154.89200000
31,-0.00002393,-1.94913627,154.87800000
32,-0.00004443,-1.94922497,155.04600000
33,-0.00008301,-1.94931271,155.29000000
34,-0.00008398,-1.94938681,155.47200000
35,-0.00008496,-1.94947943,155.62000000
36,-0.00001660,-1.94957160,155.70000000
37,-0.00005420,-1.94966458,155.77200000
38,-0.00001416,-1.94973854,155.94600000
39,-0.00000781,-1.94982315,156.05600000
40,0.00003906,-1.94989397,156.34800000
41,0.00002295,-1.94997578,156.30600000
42,0.00003271,-1.95005751,156.48600000
43,-0.00000391,-1.95012038,156.57600000
44,0.00009424,-1.95019807,156.77800000
45,0.00004297,-1.95027132,156.84800000
46,0.00004834,-1.95035068,157.04800000
47,0.00007422,-1.95041329,157.21200000
48,0.00001221,-1.95047578,157.31600000
49,-0.00004004,-1.95055306,157.38000000
50,-0.00001123,-1.95061661,157.39600000
51,-0.00000732,-1.95067499,157.50400000
52,0.00002588,-1.95073501,157.47000000
53,0.00009326,-1.95078560,157.79000000
54,0.00007275,-1.95085051,157.81600000
55,0.00008447,-1.95090054,157.78200000
56,0.00009814,-1.95096251,158.03600000
57,0.00008105,-1.95100956,158.06800000
58,0.00007178,-1.95105198,158.29400000
59,0.00005225,-1.95110748,158.21000000
60,0.00007422,-1.95116712,158.23200000
61,0.00009424,-1.95122300,158.35400000
62,0.00008838,-1.95127653,158.52400000
63,0.00005371,-1.95132853,158.46400000
64,0.00002393,-1.95137120,158.61400000
65,0.00002344,-1.95141286,158.70600000
66,0.00005664,-1.95145720,158.80800000
67,0.00002393,-1.95150079,158.76600000
68,0.00005762,-1.95155183,158.78000000
69,0.00004541,-1.95160174,158.93000000
70,0.00006982,-1.95163225,159.07000000
71,0.00003369,-1.95167828,159.12200000
72,0.00004248,-1.95172204,159.34600000
73,0.00007373,-1.95177197,159.27800000
74,0.00011914,-1.95180701,159.33200000
75,0.00018750,-1.95184947,159.24800000
76,0.00020410,-1.95188916,159.31600000
77,0.00021338,-1.95192410,159.50800000
78,0.00010889,-1.95195354,159.59600000
79,0.00017236,-1.95199773,159.69600000
80,0.00018799,-1.95204556,159.71400000
81,0.00018262,-1.95207072,159.82800000
82,0.00016748,-1.95211088,159.81000000
83,0.00019971,-1.95215949,159.82600000
84,0.00016162,-1.95220018,159.95800000
85,0.00016895,-1.95221791,160.08800000
86,0.00018799,-1.95223846,160.14400000
87,0.00017187,-1.95227830,160.07400000
88,0.00015283,-1.95232166,160.08000000
89,0.00016992,-1.95233972,160.22600000
90,0.00014453,-1.95238001,160.28400000
91,0.00016797,-1.95240706,160.27400000
92,0.00013721,-1.95243483,160.39600000
93,0.00014404,-1.95248518,160.43800000
94,0.00017090,-1.95250648,160.60800000
95,0.00012158,-1.95253401,160.56000000
96,0.00013867,-1.95255886,160.63600000
97,0.00014551,-1.95258841,160.73800000
98,0.00015137,-1.95260977,160.82200000
99,0.00017676,-1.95263770,160.88200000
100,0.00020508,-1.95267230,160.91400000
101,0.00019238,-1.95270662,161.00000000
102,0.00021777,-1.95271905,160.97200000
103,0.00022510,-1.95275160,160.98600000
104,0.00022461,-1.95277813,160.86200000
105,0.00018457,-1.95281094,161.04400000
106,0.00018506,-1.95283962,161.11600000
107,0.00017480,-1.95287863,161.16400000
108,0.00020361,-1.95290463,161.23600000
109,0.00017773,-1.95294517,161.27400000
110,0.00019922,-1.95296793,161.32600000
111,0.00015479,-1.95299680,161.29600000
112,0.00019678,-1.95302291,161.31800000
113,0.00017187,-1.95305728,161.32800000
114,0.00014307,-1.95307392,161.49000000
115,0.00013965,-1.95312957,161.50400000
116,0.00015869,-1.95315070,161.58000000
117,0.00021045,-1.95317913,161.56800000
118,0.00021777,-1.95319914,161.66800000
119,0.00023389,-1.95321789,161.70600000
120,0.00024268,-1.95324308,161.73200000
121,0.00022217,-1.95327698,161.81200000
122,0.00023389,-1.95329587,161.87600000
123,0.00025195,-1.95332636,161.75200000
124,0.00026025,-1.95335586,161.86800000
