2D FM Ising; L=256; T=0.30; s_hi=1.00; s_Hi=0.55; MC steps= 1.00e+05; repeat=100; Final_E=-130108.11; Final_M=-328;
mc_step,mag,energy,domain_len
0,0.00000000,-1.98449777,512.00000000
1,0.00001617,-1.98483117,564.24000000
2,0.00002197,-1.98522358,582.54000000
3,0.00003937,-1.98555457,590.66000000
4,0.00004211,-1.98582418,597.30000000
5,0.00005249,-1.98602461,601.20000000
6,0.00004486,-1.98619204,604.44000000
7,0.00004425,-1.98632247,606.54000000
8,0.00004395,-1.98642578,609.24000000
9,0.00000946,-1.98651431,611.92000000
10,0.00001251,-1.98660867,612.98000000
11,-0.00000610,-1.98668833,613.90000000
12,0.00001343,-1.98676090,616.42000000
13,-0.00000916,-1.98682130,618.00000000
14,-0.00001312,-1.98687441,618.86000000
15,-0.00001923,-1.98692270,621.66000000
16,-0.00001587,-1.98698062,622.22000000
17,-0.00000763,-1.98702754,623.74000000
18,-0.00000671,-1.98707149,625.02000000
19,0.00001343,-1.98711742,625.56000000
20,0.00000183,-1.98716484,626.42000000
21,0.00002197,-1.98720518,627.26000000
22,0.00001526,-1.98724156,628.92000000
23,0.00002502,-1.98726362,629.92000000
24,0.00002258,-1.98728922,630.24000000
25,0.00002289,-1.98732507,630.74000000
26,0.00004761,-1.98734834,633.78000000
27,0.00003601,-1.98738096,633.00000000
28,0.00003754,-1.98741105,633.78000000
29,0.00003326,-1.98743296,634.48000000
30,0.00002594,-1.98745437,636.06000000
31,0.00005127,-1.98748039,636.30000000
32,0.00004120,-1.98750990,637.28000000
33,0.00005127,-1.98752852,639.26000000
34,0.00005707,-1.98754957,639.38000000
35,0.00005859,-1.98758268,638.56000000
36,0.00008270,-1.98761717,638.08000000
37,0.00008026,-1.98763018,640.48000000
38,0.00009277,-1.98765748,639.42000000
39,0.00008484,-1.98768062,641.10000000
40,0.00007294,-1.98769908,641.84000000
41,0.00004517,-1.98771893,642.74000000
42,0.00004456,-1.98774327,642.58000000
43,0.00005157,-1.98775478,644.02000000
44,0.00006439,-1.98778006,643.96000000
45,0.00007080,-1.98780006,644.64000000
46,0.00003357,-1.98781631,644.78000000
47,0.00004028,-1.98782299,646.22000000
48,0.00003601,-1.98783614,646.12000000
49,0.00002808,-1.98785796,646.42000000
50,0.00000519,-1.98787244,647.70000000
51,0.00001221,-1.98789497,646.92000000
52,-0.00001709,-1.98790858,649.22000000
53,-0.00002655,-1.98793163,646.74000000
54,-0.00001923,-1.98794957,647.26000000
55,-0.00002625,-1.98797009,648.14000000
56,-0.00002808,-1.98798708,648.74000000
57,-0.00003571,-1.98800290,648.18000000
58,-0.00002289,-1.98801202,648.44000000
59,-0.00004456,-1.98802657,649.56000000
60,-0.00003174,-1.98803307,649.98000000
61,-0.00001648,-1.98804627,651.56000000
62,-0.00001587,-1.98805962,652.02000000
63,-0.00001465,-1.98807693,651.60000000
64,-0.00003510,-1.98808916,652.00000000
65,-0.00003662,-1.98809877,651.72000000
66,-0.00001831,-1.98811448,650.54000000
67,-0.00002869,-1.98812447,651.36000000
68,-0.00002411,-1.98813150,651.80000000
69,-0.00003235,-1.98813948,652.58000000
70,-0.00004547,-1.98815260,653.46000000
71,-0.00003845,-1.98816341,653.64000000
72,-0.00004364,-1.98816826,654.80000000
73,-0.00003784,-1.98818009,654.26000000
74,-0.00004791,-1.98819453,653.84000000
