2D FM Ising; L=128; T=0.30; s_hi=1.00; s_Hi=0.55; MC steps= 1.00e+04; repeat=200; Final_E=-32272.53; Final_M=-704;
mc_step,mag,energy,domain_len
0,0.00000000,-1.96878742,256.00000000
1,0.00005676,-1.96937634,284.39000000
2,0.00003845,-1.97020068,297.40000000
3,0.00004944,-1.97090439,303.06000000
4,0.00010498,-1.97153390,307.33000000
5,0.00022156,-1.97201192,310.64000000
6,0.00030640,-1.97242243,314.10000000
7,0.00032898,-1.97284785,315.38000000
8,0.00035645,-1.97316407,316.84000000
9,0.00038147,-1.97343628,318.87000000
10,0.00043152,-1.97371282,320.62000000
11,0.00040894,-1.97393554,321.73000000
12,0.00032654,-1.97415396,323.07000000
13,0.00031616,-1.97432748,323.64000000
14,0.00049622,-1.97449238,324.90000000
15,0.00045044,-1.97462556,325.37000000
16,0.00042603,-1.97477342,326.60000000
17,0.00042297,-1.97490250,327.42000000
18,0.00043335,-1.97502909,328.26000000
19,0.00041870,-1.97516941,329.53000000
20,0.00042969,-1.97527432,329.82000000
21,0.00043030,-1.97536094,330.62000000
22,0.00039734,-1.97544240,331.41000000
23,0.00043396,-1.97554600,331.08000000
24,0.00042053,-1.97563282,331.98000000
25,0.00041748,-1.97569938,332.67000000
26,0.00037048,-1.97578672,332.77000000
27,0.00029724,-1.97584969,333.51000000
28,0.00033630,-1.97592635,334.18000000
29,0.00034302,-1.97599028,335.04000000
30,0.00030396,-1.97607602,335.44000000
31,0.00027344,-1.97613073,336.70000000
32,0.00030212,-1.97621242,335.89000000
33,0.00025146,-1.97628326,336.46000000
34,0.00023926,-1.97633146,337.20000000
35,0.00029419,-1.97638884,337.78000000
36,0.00032959,-1.97643245,337.57000000
37,0.00028625,-1.97649209,337.92000000
38,0.00033203,-1.97655625,337.92000000
39,0.00034851,-1.97660480,338.15000000
40,0.00035522,-1.97668018,338.25000000
41,0.00035034,-1.97672749,338.42000000
42,0.00036316,-1.97676785,338.75000000
43,0.00038696,-1.97680248,339.06000000
44,0.00037537,-1.97687905,339.14000000
45,0.00033875,-1.97688834,339.92000000
46,0.00035583,-1.97692720,340.22000000
47,0.00037537,-1.97696257,340.56000000
48,0.00031433,-1.97699611,340.84000000
49,0.00035034,-1.97702596,341.60000000
50,0.00043640,-1.97707767,341.07000000
51,0.00047241,-1.97712239,341.62000000
52,0.00044678,-1.97715677,342.12000000
53,0.00047546,-1.97719645,342.18000000
54,0.00047241,-1.97723185,342.20000000
55,0.00045959,-1.97725149,342.83000000
56,0.00042297,-1.97729381,342.90000000
57,0.00052002,-1.97732351,343.21000000
58,0.00051636,-1.97734577,344.13000000
59,0.00052856,-1.97740914,343.63000000
60,0.00055542,-1.97742976,343.61000000
61,0.00054749,-1.97745302,343.72000000
62,0.00052979,-1.97748723,344.26000000
63,0.00051147,-1.97755737,344.49000000
64,0.00056580,-1.97758051,344.55000000
65,0.00056946,-1.97758951,344.35000000
66,0.00057068,-1.97761260,345.20000000
67,0.00060425,-1.97762469,345.50000000
68,0.00062805,-1.97765990,344.97000000
69,0.00062134,-1.97769581,345.56000000
70,0.00072205,-1.97772175,345.96000000
71,0.00071899,-1.97777533,345.26000000
72,0.00074951,-1.97780251,346.20000000
73,0.00071411,-1.97781773,346.19000000
74,0.00071228,-1.97783170,347.37000000
75,0.00073242,-1.97786263,347.09000000
76,0.00072754,-1.97788636,347.22000000
77,0.00081116,-1.97790158,347.27000000
78,0.00079346,-1.97795510,347.85000000
79,0.00079102,-1.97797663,347.61000000
80,0.00086365,-1.97801042,347.54000000
81,0.00087158,-1.97804254,347.60000000
82,0.00079224,-1.97804008,347.49000000
83,0.00079224,-1.97802424,349.18000000
84,0.00080444,-1.97805506,348.21000000
85,0.00079529,-1.97807811,348.70000000
86,0.00079773,-1.97806521,349.47000000
87,0.00076660,-1.97812096,349.16000000
88,0.00078918,-1.97815030,348.89000000
89,0.00076599,-1.97818152,349.40000000
90,0.00076355,-1.97821354,349.34000000
91,0.00077026,-1.97822359,350.03000000
92,0.00085999,-1.97823864,350.45000000
93,0.00082458,-1.97829069,350.24000000
94,0.00080627,-1.97831713,350.40000000
95,0.00077759,-1.97833621,350.41000000
96,0.00083740,-1.97836006,350.43000000
97,0.00082886,-1.97838264,350.61000000
98,0.00086304,-1.97839356,350.48000000
99,0.00086670,-1.97841604,350.76000000
100,0.00084412,-1.97842210,351.49000000
101,0.00092590,-1.97842221,351.59000000
102,0.00092896,-1.97843689,352.02000000
103,0.00089844,-1.97847195,351.97000000
104,0.00092712,-1.97849634,352.15000000
105,0.00088440,-1.97851893,352.05000000
106,0.00093018,-1.97853385,352.28000000
107,0.00091248,-1.97854696,351.84000000
108,0.00089355,-1.97854915,352.42000000
109,0.00092163,-1.97855182,353.21000000
110,0.00095459,-1.97857688,352.44000000
111,0.00095703,-1.97859370,352.31000000
112,0.00099548,-1.97861061,352.46000000
113,0.00102722,-1.97864495,352.77000000
114,0.00106934,-1.97863566,352.59000000
115,0.00101563,-1.97863650,352.98000000
116,0.00098389,-1.97866709,352.87000000
117,0.00096191,-1.97869498,353.12000000
118,0.00095398,-1.97869876,353.66000000
119,0.00095398,-1.97869719,353.45000000
120,0.00096069,-1.97870052,353.41000000
121,0.00099609,-1.97874509,353.55000000
122,0.00097839,-1.97874548,354.48000000
123,0.00098877,-1.97876168,354.50000000
124,0.00097656,-1.97877478,353.66000000
125,0.00104980,-1.97879571,353.79000000
126,0.00105103,-1.97881526,353.97000000
127,0.00104492,-1.97882635,354.21000000
128,0.00099060,-1.97881833,354.53000000
129,0.00100525,-1.97885791,354.36000000
130,0.00095032,-1.97887473,354.20000000
131,0.00098755,-1.97888808,354.96000000
132,0.00104675,-1.97890715,355.11000000
133,0.00105347,-1.97892176,355.18000000
134,0.00105591,-1.97892608,354.93000000
135,0.00112427,-1.97893186,354.58000000
136,0.00108887,-1.97892447,354.91000000
137,0.00108459,-1.97895614,354.76000000
138,0.00112183,-1.97896438,355.08000000
139,0.00106812,-1.97898964,354.80000000
140,0.00105957,-1.97899856,355.51000000
141,0.00104492,-1.97901595,354.89000000
142,0.00105164,-1.97902725,355.02000000
143,0.00097595,-1.97907980,354.83000000
144,0.00096558,-1.97909134,354.89000000
145,0.00098694,-1.97908757,355.70000000
146,0.00096802,-1.97909103,355.62000000
147,0.00099976,-1.97910824,355.29000000
148,0.00095764,-1.97915654,355.16000000
149,0.00097839,-1.97915995,355.00000000
150,0.00101196,-1.97917745,354.88000000
151,0.00100769,-1.97916939,355.40000000
152,0.00099915,-1.97918885,355.53000000
153,0.00097473,-1.97920010,355.71000000
154,0.00099304,-1.97921488,355.71000000
155,0.00098938,-1.97920925,356.03000000
156,0.00100708,-1.97923507,355.84000000
157,0.00106445,-1.97922964,356.40000000
158,0.00115112,-1.97922086,356.56000000
159,0.00107605,-1.97924379,356.45000000
160,0.00104004,-1.97925705,356.58000000
161,0.00108093,-1.97924873,356.68000000
162,0.00109924,-1.97925310,357.54000000
163,0.00106812,-1.97925596,357.25000000
164,0.00104553,-1.97926164,357.99000000
165,0.00105835,-1.97929191,357.61000000
166,0.00109192,-1.97931653,357.21000000
167,0.00110229,-1.97930723,357.89000000
168,0.00115845,-1.97933628,357.89000000
169,0.00115051,-1.97935290,357.32000000
170,0.00111755,-1.97936762,357.35000000
171,0.00107910,-1.97934911,357.79000000
172,0.00103882,-1.97935004,357.84000000
173,0.00099304,-1.97935528,358.39000000
174,0.00107727,-1.97936068,358.34000000
175,0.00114380,-1.97937371,358.42000000
176,0.00107117,-1.97937670,358.23000000
177,0.00104492,-1.97938220,358.70000000
178,0.00110413,-1.97939977,358.19000000
179,0.00107666,-1.97941490,359.20000000
180,0.00104004,-1.97942085,359.29000000
181,0.00107300,-1.97942221,358.55000000
182,0.00108582,-1.97942394,358.15000000
183,0.00109009,-1.97943957,358.19000000
184,0.00111877,-1.97944357,358.22000000
185,0.00107361,-1.97946020,359.03000000
186,0.00112366,-1.97947972,358.31000000
187,0.00116211,-1.97948998,359.07000000
188,0.00118530,-1.97948870,359.65000000
189,0.00118896,-1.97949991,359.35000000
190,0.00120056,-1.97950957,359.60000000
191,0.00121460,-1.97951422,359.72000000
192,0.00116699,-1.97954324,359.86000000
