2D FM Ising; L=128; T=0.50; s_hi=1.00; s_Hi=0.71; MC steps= 1.00e+04; repeat=200; Final_E=-32646.35; Final_M=184;
mc_step,mag,energy,domain_len
0,0.00000000,-1.96820255,256.00000000
1,0.00003479,-1.96863754,290.82000000
2,0.00000000,-1.96945426,304.21000000
3,-0.00003235,-1.97017481,312.39000000
4,0.00001282,-1.97080763,317.43000000
5,0.00007629,-1.97137351,320.79000000
6,0.00005371,-1.97185733,324.08000000
7,0.00011658,-1.97221372,327.23000000
8,0.00012878,-1.97260641,328.85000000
9,0.00019226,-1.97292074,330.98000000
10,0.00027649,-1.97317469,332.71000000
11,0.00026123,-1.97345673,333.22000000
12,0.00024536,-1.97366835,334.36000000
13,0.00036560,-1.97386740,335.39000000
14,0.00032776,-1.97405032,337.12000000
15,0.00038147,-1.97423628,338.18000000
16,0.00036011,-1.97437438,339.70000000
17,0.00034973,-1.97452068,341.48000000
18,0.00036377,-1.97466062,342.35000000
19,0.00038269,-1.97478156,342.81000000
20,0.00036133,-1.97490445,343.75000000
21,0.00028503,-1.97502879,344.83000000
22,0.00038757,-1.97512346,345.92000000
23,0.00037476,-1.97525169,346.67000000
24,0.00046875,-1.97535450,347.56000000
25,0.00042175,-1.97545014,347.99000000
26,0.00046387,-1.97554306,349.04000000
27,0.00043823,-1.97559669,350.10000000
28,0.00035400,-1.97568116,350.23000000
29,0.00039551,-1.97579947,350.00000000
30,0.00041565,-1.97587529,350.74000000
31,0.00038391,-1.97596877,351.63000000
32,0.00042236,-1.97604246,351.83000000
33,0.00035156,-1.97613694,351.80000000
34,0.00030823,-1.97619006,353.00000000
35,0.00030762,-1.97623461,354.08000000
36,0.00026794,-1.97629268,354.34000000
37,0.00027710,-1.97633414,355.52000000
38,0.00028503,-1.97642797,356.07000000
39,0.00034424,-1.97648377,356.38000000
40,0.00029968,-1.97656247,355.88000000
41,0.00025574,-1.97659772,356.67000000
42,0.00030212,-1.97666397,356.46000000
43,0.00032043,-1.97671035,356.25000000
44,0.00029968,-1.97678846,356.43000000
45,0.00040100,-1.97683109,356.65000000
46,0.00030518,-1.97688232,357.13000000
47,0.00030029,-1.97691263,357.44000000
48,0.00035767,-1.97696487,358.45000000
49,0.00032288,-1.97699498,358.37000000
50,0.00035950,-1.97704886,358.59000000
51,0.00035828,-1.97711715,358.64000000
52,0.00032349,-1.97714574,359.94000000
53,0.00029846,-1.97717235,361.30000000
54,0.00031128,-1.97725031,360.55000000
55,0.00030823,-1.97731477,359.74000000
56,0.00033203,-1.97734848,361.11000000
57,0.00032410,-1.97737913,361.39000000
58,0.00039856,-1.97740891,361.37000000
59,0.00030823,-1.97741351,362.58000000
60,0.00039307,-1.97744931,362.53000000
61,0.00037170,-1.97745929,362.59000000
62,0.00039246,-1.97753073,363.00000000
63,0.00032776,-1.97751274,364.01000000
64,0.00038208,-1.97756559,363.95000000
65,0.00042603,-1.97760568,364.01000000
66,0.00040405,-1.97763933,364.23000000
67,0.00038757,-1.97768965,363.99000000
68,0.00043518,-1.97773046,364.22000000
69,0.00041382,-1.97775479,364.05000000
70,0.00033936,-1.97776846,364.90000000
71,0.00040405,-1.97780204,365.42000000
72,0.00041992,-1.97783717,365.60000000
73,0.00043274,-1.97785478,365.83000000
74,0.00040649,-1.97784681,367.01000000
75,0.00035461,-1.97791996,366.44000000
76,0.00035217,-1.97797164,365.98000000
77,0.00037720,-1.97799658,366.74000000
78,0.00036316,-1.97804217,366.18000000
79,0.00036438,-1.97805379,366.76000000
80,0.00045288,-1.97808289,367.77000000
81,0.00039368,-1.97809940,367.77000000
82,0.00042847,-1.97814757,367.48000000
83,0.00042053,-1.97814996,368.38000000
84,0.00038818,-1.97816772,368.87000000
85,0.00033813,-1.97819242,368.89000000
86,0.00033752,-1.97821767,369.08000000
87,0.00035706,-1.97825250,369.57000000
88,0.00034485,-1.97824732,369.79000000
89,0.00028748,-1.97830595,370.02000000
90,0.00029358,-1.97829518,370.04000000
91,0.00039612,-1.97834456,370.48000000
92,0.00032654,-1.97834211,370.18000000
93,0.00034363,-1.97830786,371.50000000
94,0.00024658,-1.97838057,370.96000000
95,0.00023254,-1.97838195,371.33000000
96,0.00028137,-1.97841208,371.63000000
97,0.00026550,-1.97844464,371.46000000
98,0.00026672,-1.97843073,372.06000000
99,0.00029663,-1.97847783,372.15000000
100,0.00029053,-1.97849579,372.57000000
101,0.00023682,-1.97852601,372.74000000
102,0.00019592,-1.97854997,372.40000000
103,0.00022339,-1.97858670,372.68000000
104,0.00024536,-1.97860635,373.02000000
105,0.00024231,-1.97863317,372.70000000
106,0.00021179,-1.97863298,373.03000000
107,0.00024109,-1.97861411,373.45000000
108,0.00027344,-1.97866177,372.57000000
109,0.00030701,-1.97862791,373.60000000
110,0.00028381,-1.97864334,373.40000000
111,0.00028687,-1.97869490,373.58000000
112,0.00032959,-1.97871060,373.93000000
113,0.00032959,-1.97874409,374.40000000
114,0.00030518,-1.97875521,374.12000000
115,0.00034058,-1.97877139,373.98000000
116,0.00026367,-1.97880064,374.38000000
117,0.00026794,-1.97882594,374.72000000
118,0.00022400,-1.97881490,374.86000000
119,0.00024170,-1.97881505,375.64000000
120,0.00017761,-1.97883342,374.42000000
121,0.00012085,-1.97886239,375.06000000
122,0.00019287,-1.97886266,375.74000000
123,0.00020752,-1.97889326,376.10000000
124,0.00018494,-1.97890818,376.11000000
125,0.00015808,-1.97893957,375.33000000
126,0.00018799,-1.97894428,376.29000000
127,0.00023071,-1.97897688,375.91000000
128,0.00019653,-1.97898141,375.86000000
129,0.00026367,-1.97896488,376.39000000
130,0.00027161,-1.97899345,376.65000000
131,0.00023865,-1.97906643,376.43000000
132,0.00022949,-1.97906366,376.23000000
133,0.00024780,-1.97909218,376.78000000
134,0.00026611,-1.97911327,376.09000000
135,0.00034607,-1.97907955,377.14000000
136,0.00033569,-1.97912408,376.70000000
137,0.00028137,-1.97910399,378.08000000
138,0.00028442,-1.97913715,377.98000000
139,0.00017639,-1.97913097,378.25000000
140,0.00022522,-1.97913549,378.52000000
141,0.00017700,-1.97916067,378.65000000
142,0.00022522,-1.97916695,378.26000000
143,0.00021423,-1.97921526,377.88000000
144,0.00017639,-1.97922653,378.16000000
145,0.00020081,-1.97924034,378.35000000
146,0.00023315,-1.97922894,378.94000000
147,0.00021362,-1.97925842,379.01000000
148,0.00020691,-1.97927994,378.71000000
149,0.00022766,-1.97931252,378.92000000
150,0.00016418,-1.97932315,379.36000000
151,0.00013794,-1.97930059,380.54000000
152,0.00011658,-1.97934150,379.79000000
153,0.00009460,-1.97939953,379.09000000
154,0.00014832,-1.97938501,380.18000000
155,0.00010376,-1.97941379,379.86000000
156,0.00011902,-1.97941940,380.34000000
157,0.00021973,-1.97940882,380.49000000
158,0.00016052,-1.97943139,380.71000000
159,0.00011963,-1.97943169,380.96000000
160,0.00011658,-1.97947193,381.08000000
161,0.00012329,-1.97949334,380.83000000
162,0.00014465,-1.97950057,381.32000000
163,0.00011169,-1.97952594,380.98000000
164,0.00009888,-1.97952188,381.45000000
165,0.00015381,-1.97954943,380.99000000
166,0.00018982,-1.97956866,381.28000000
167,0.00028259,-1.97950522,381.95000000
168,0.00025635,-1.97954325,381.83000000
169,0.00026917,-1.97956542,382.22000000
170,0.00027466,-1.97957568,382.42000000
171,0.00028137,-1.97958906,382.30000000
172,0.00019592,-1.97959162,382.07000000
173,0.00012268,-1.97961123,382.25000000
174,0.00011780,-1.97961112,382.37000000
175,0.00016174,-1.97964260,382.25000000
176,0.00018005,-1.97965441,382.49000000
177,0.00013367,-1.97965375,383.25000000
178,0.00009521,-1.97968002,382.71000000
179,0.00013367,-1.97968805,382.41000000
180,0.00016113,-1.97967353,383.19000000
181,0.00004395,-1.97965326,383.48000000
182,0.00008057,-1.97968405,383.79000000
183,0.00007507,-1.97969397,383.11000000
184,0.00014343,-1.97967350,383.86000000
185,0.00013794,-1.97972572,383.10000000
186,0.00023071,-1.97973628,384.31000000
187,0.00016968,-1.97975338,383.54000000
188,0.00014771,-1.97978550,382.91000000
189,0.00031433,-1.97979107,383.66000000
190,0.00030945,-1.97979608,383.20000000
191,0.00024963,-1.97980604,383.46000000
192,0.00019836,-1.97980570,383.57000000
193,0.00034851,-1.97983716,383.85000000
194,0.00041260,-1.97981540,384.57000000
195,0.00040588,-1.97985805,384.52000000
196,0.00039124,-1.97984832,384.34000000
197,0.00035461,-1.97985519,384.41000000
198,0.00036133,-1.97988951,383.87000000
199,0.00036194,-1.97992471,383.76000000
200,0.00039063,-1.97989496,384.01000000
201,0.00037415,-1.97989014,384.85000000
202,0.00037781,-1.97992383,384.76000000
203,0.00036743,-1.97990760,385.60000000
204,0.00044983,-1.97994035,385.13000000
205,0.00049377,-1.97993269,384.82000000
206,0.00056335,-1.97994822,384.79000000
207,0.00055176,-1.97994771,384.92000000
208,0.00053772,-1.97994346,385.73000000
209,0.00052856,-1.97996219,385.43000000
210,0.00058716,-1.97992938,385.54000000
211,0.00061462,-1.97998887,384.11000000
212,0.00054321,-1.98000814,384.82000000
213,0.00058899,-1.97999951,385.70000000
214,0.00053711,-1.98002536,385.40000000
215,0.00057617,-1.98001108,385.45000000
216,0.00059692,-1.98001520,385.10000000
217,0.00048706,-1.98003436,385.44000000
218,0.00056458,-1.98006835,385.43000000
219,0.00058289,-1.98003839,386.19000000
220,0.00054932,-1.98005810,386.27000000
221,0.00051453,-1.98005633,385.99000000
222,0.00051270,-1.98011124,386.04000000
223,0.00053040,-1.98009499,386.29000000
224,0.00045288,-1.98012318,386.01000000
225,0.00050537,-1.98012901,386.87000000
226,0.00048828,-1.98012577,387.45000000
227,0.00048645,-1.98009720,387.91000000
228,0.00051331,-1.98012952,387.53000000
229,0.00052795,-1.98013605,387.31000000
230,0.00050903,-1.98016672,387.27000000
231,0.00056641,-1.98016945,387.35000000
232,0.00051697,-1.98016201,387.59000000
233,0.00055359,-1.98017408,387.51000000
234,0.00061584,-1.98018176,388.21000000
235,0.00056335,-1.98019026,387.56000000
236,0.00054504,-1.98016209,388.23000000
237,0.00048035,-1.98019210,388.41000000
238,0.00054077,-1.98019424,388.23000000
239,0.00060364,-1.98020733,388.19000000
240,0.00057373,-1.98021383,388.05000000
241,0.00061646,-1.98022698,387.77000000
242,0.00066284,-1.98021880,388.24000000
243,0.00058044,-1.98024998,387.41000000
244,0.00055908,-1.98027003,387.16000000
245,0.00054016,-1.98023772,387.81000000
246,0.00051819,-1.98026646,387.48000000
247,0.00055481,-1.98026758,388.16000000
248,0.00048889,-1.98027380,387.89000000
249,0.00053711,-1.98026916,388.22000000
250,0.00056519,-1.98033211,387.81000000
251,0.00060486,-1.98030582,388.28000000
252,0.00061157,-1.98030789,388.23000000
253,0.00057068,-1.98032807,387.67000000
254,0.00050110,-1.98036034,387.41000000
255,0.00055786,-1.98034012,387.84000000
256,0.00057983,-1.98035127,388.63000000
257,0.00058838,-1.98036886,388.19000000
258,0.00061401,-1.98038107,388.10000000
259,0.00062988,-1.98039205,387.94000000
260,0.00068542,-1.98040098,388.04000000
261,0.00072083,-1.98037537,389.51000000
262,0.00069641,-1.98042062,388.78000000
263,0.00068848,-1.98038498,389.01000000
264,0.00069214,-1.98042058,388.19000000
265,0.00069397,-1.98046994,388.16000000
266,0.00071106,-1.98045856,388.53000000
267,0.00062195,-1.98042782,388.68000000
268,0.00064087,-1.98045572,388.25000000
269,0.00074341,-1.98044371,388.53000000
270,0.00074829,-1.98048628,387.67000000
271,0.00075867,-1.98045442,388.95000000
272,0.00075867,-1.98041938,389.76000000
273,0.00074097,-1.98046095,389.26000000
274,0.00069641,-1.98047908,389.08000000
275,0.00062256,-1.98048942,389.19000000
276,0.00059631,-1.98049633,389.32000000
277,0.00064026,-1.98049257,389.01000000
278,0.00061890,-1.98045994,390.12000000
279,0.00063599,-1.98046704,389.74000000
280,0.00071228,-1.98052236,389.47000000
281,0.00063721,-1.98050719,389.63000000
282,0.00069336,-1.98050048,389.47000000
283,0.00067261,-1.98052084,389.52000000
284,0.00068542,-1.98057311,388.66000000
285,0.00070435,-1.98057597,389.32000000
286,0.00068420,-1.98056004,389.64000000
287,0.00067200,-1.98055881,390.36000000
288,0.00067749,-1.98056428,390.11000000
289,0.00066162,-1.98052724,390.64000000
290,0.00069641,-1.98055894,390.33000000
291,0.00062683,-1.98055673,391.42000000
