2D FM Ising; L=64; T=2.00; s_hi=1.00; s_Hi=1.41; MC steps= 5.00e+03; repeat=1000; Final_E=-5910.22; Final_M=-290;
mc_step,mag,energy,domain_len
0,0.00000000,-1.93780937,128.00000000
1,0.00031445,-1.76641898,619.35600000
2,0.00055859,-1.67507512,887.78200000
3,0.00067187,-1.61870384,1059.76600000
4,0.00068408,-1.57915042,1182.80800000
5,0.00074756,-1.55224418,1272.91200000
6,0.00038330,-1.53158011,1343.23000000
7,0.00055908,-1.51586108,1400.52400000
8,-0.00009912,-1.50268191,1449.25200000
9,-0.00038574,-1.49341484,1486.50600000
10,-0.00072900,-1.48469669,1521.35000000
11,-0.00084229,-1.47841904,1549.62800000
12,-0.00098828,-1.47297818,1574.10200000
13,-0.00034863,-1.46806877,1597.12600000
14,-0.00123828,-1.46533547,1613.29200000
15,-0.00142676,-1.46176090,1629.37800000
16,-0.00074512,-1.45829609,1645.88600000
17,-0.00122217,-1.45552524,1658.63400000
18,-0.00166846,-1.45471402,1669.28800000
19,-0.00137988,-1.45325293,1678.25000000
20,-0.00142432,-1.45169180,1688.26200000
21,-0.00168848,-1.45261742,1691.71800000
22,-0.00168066,-1.45265782,1695.25600000
23,-0.00165967,-1.45195619,1701.63800000
24,-0.00176172,-1.45068513,1707.30600000
25,-0.00183496,-1.45100467,1710.31800000
26,-0.00215088,-1.44960900,1717.58600000
27,-0.00183936,-1.45019340,1718.32200000
28,-0.00192676,-1.45114015,1718.46800000
29,-0.00107959,-1.45074065,1722.34800000
30,-0.00049951,-1.45107987,1724.09600000
31,-0.00030273,-1.45195546,1724.21400000
32,0.00108301,-1.45175799,1725.01400000
33,0.00159229,-1.45235333,1727.12200000
34,0.00176904,-1.45241314,1728.73000000
35,0.00207227,-1.45229000,1730.16400000
36,0.00261426,-1.45273916,1731.64000000
37,0.00297998,-1.45283812,1731.85400000
38,0.00241748,-1.45383847,1731.55600000
39,0.00213135,-1.45357849,1731.88200000
40,0.00216357,-1.45339925,1732.89400000
41,0.00238379,-1.45446171,1732.07800000
42,0.00231152,-1.45537503,1731.57000000
43,0.00174902,-1.45519713,1731.38000000
44,0.00197656,-1.45573759,1732.10600000
45,0.00231787,-1.45621569,1731.34400000
46,0.00251758,-1.45701876,1730.75600000
47,0.00247314,-1.45812130,1728.90600000
48,0.00292725,-1.45675732,1732.82800000
49,0.00301611,-1.45727652,1732.06200000
50,0.00257715,-1.45735276,1731.64600000
51,0.00279443,-1.45843888,1729.49200000
