2D FM Ising; L=128; T=0.20; s_hi=1.00; s_Hi=0.45; MC steps= 1.00e+04; repeat=500; Final_E=-32514.88; Final_M=20;
mc_step,mag,energy,domain_len
0,0.00000000,-1.96807849,256.00000000
1,-0.00001440,-1.96877805,279.56000000
2,0.00000415,-1.96958693,288.95600000
3,-0.00000732,-1.97025892,294.26400000
4,0.00004077,-1.97083632,297.34800000
5,0.00000684,-1.97128591,298.92800000
6,0.00002808,-1.97163519,300.99600000
7,0.00002075,-1.97194485,302.44800000
8,-0.00000317,-1.97221135,303.75200000
9,0.00004565,-1.97245486,304.54400000
10,0.00008154,-1.97265956,305.60400000
11,0.00005103,-1.97282008,306.75200000
12,0.00008203,-1.97299091,307.27200000
13,0.00009717,-1.97313229,308.04800000
14,0.00006812,-1.97326683,308.62800000
15,0.00004077,-1.97339830,309.20800000
16,0.00004736,-1.97350820,310.05200000
17,0.00004932,-1.97362294,310.82800000
18,0.00008032,-1.97372621,311.48400000
19,0.00007764,-1.97382363,311.56800000
20,0.00005908,-1.97391393,312.37600000
21,0.00006201,-1.97399192,312.85200000
22,0.00008008,-1.97407688,312.91600000
23,0.00012744,-1.97415850,313.23200000
24,0.00014868,-1.97422353,314.03200000
25,0.00014746,-1.97428953,314.09600000
26,0.00015698,-1.97435629,314.20000000
27,0.00015259,-1.97440907,315.14000000
28,0.00013208,-1.97446158,315.59600000
29,0.00010596,-1.97452994,315.64400000
30,0.00009741,-1.97457318,315.86000000
31,0.00012451,-1.97462759,315.89600000
32,0.00013672,-1.97467194,316.22000000
33,0.00013794,-1.97471922,316.46000000
34,0.00012500,-1.97475736,316.70000000
35,0.00010083,-1.97479511,317.32400000
36,0.00012085,-1.97483184,317.42400000
37,0.00012622,-1.97488420,317.71600000
38,0.00011890,-1.97492067,317.64000000
39,0.00008813,-1.97495585,318.00400000
40,0.00008350,-1.97498382,318.43600000
41,0.00010352,-1.97502204,318.45200000
42,0.00008374,-1.97506220,318.71600000
43,0.00006470,-1.97509202,318.91200000
44,0.00008423,-1.97512394,319.19600000
45,0.00007642,-1.97515773,319.50000000
46,0.00007813,-1.97518675,319.66000000
47,0.00008276,-1.97522090,319.98800000
48,0.00010327,-1.97526385,320.06400000
49,0.00007300,-1.97527939,320.32800000
50,0.00004199,-1.97531037,320.25600000
51,0.00007397,-1.97533072,320.74000000
52,0.00005713,-1.97535981,320.68000000
53,0.00008545,-1.97539736,320.79600000
54,0.00008472,-1.97541965,321.11200000
55,0.00009180,-1.97544569,321.31200000
56,0.00008643,-1.97546482,321.74000000
57,0.00011011,-1.97549309,321.45600000
58,0.00010986,-1.97551388,321.83200000
59,0.00011377,-1.97555208,321.92000000
60,0.00007764,-1.97556947,322.13600000
61,0.00010083,-1.97559275,322.25200000
62,0.00013062,-1.97561701,322.35600000
63,0.00014111,-1.97563405,322.36800000
64,0.00014331,-1.97566016,322.40000000
65,0.00014185,-1.97567658,322.90800000
66,0.00014331,-1.97569959,323.02400000
67,0.00016992,-1.97571210,322.90800000
68,0.00014111,-1.97573390,323.02000000
69,0.00014062,-1.97575611,323.22000000
70,0.00015991,-1.97577787,323.30000000
71,0.00015845,-1.97579277,323.49600000
72,0.00015747,-1.97581600,323.38000000
73,0.00014990,-1.97583759,323.72400000
74,0.00011694,-1.97586153,323.68400000
75,0.00010474,-1.97589061,323.82400000
76,0.00010913,-1.97590560,324.39200000
77,0.00008667,-1.97592552,324.16000000
78,0.00008325,-1.97593795,324.54400000
79,0.00009863,-1.97596561,324.46400000
80,0.00008716,-1.97597700,324.70400000
81,0.00011182,-1.97599411,324.76400000
